"sec"	"mA"	"mV"
628.364    0.00328567554242909    0.0750467032194138
629.364    0.002960623241961    0.112569577991962
630.362    0.0032046721316874    0.112569577991962
631.359    0.002960623241961    0.0750467032194138
632.356    0.00312366848811507    0.18761533498764
633.348    0.00279861642047763    0.0750467032194138
634.348    0.00304266507737339    0.150092452764511
635.349    0.00304266507737339    0.0750467032194138
636.346    0.00279861642047763    0.0750467032194138
637.346    0.00271761300973594    0.0750467032194138
638.337    0.00255560595542192    0.0750467032194138
639.335    0.002960623241961    0.0750467032194138
640.333    0.00271761300973594    0.0750467032194138
641.333    0.00263660959899426    0.0750467032194138
642.324    0.00287961983121932    9.39575329539366E-7
643.322    0.00263660959899426    0.0750467032194138
644.322    0.00255560595542192    0.0750467032194138
645.317    0.00271761300973594    0.0750467032194138
646.318    0.00279861642047763    0.0750467032194138
647.318    0.00287961983121932    0.0375238209962845
648.309    0.00247460254468024    0.112569577991962
649.316    0.00271761300973594    0.112569577991962
650.306    0.00271761300973594    0.112569577991962
651.302    0.00271761300973594    0.0375238209962845
652.302    0.00263660959899426    0.0375238209962845
653.302    0.00255560595542192    0.112569577991962
654.299    0.00223055388778448    0.0750467032194138
655.291    0.00247460254468024    0.0375238209962845
656.289    0.00239359913393855    0.112569577991962
657.286    0.00239359913393855    0.0375238209962845
658.302    0.00239359913393855    0.112569577991962
659.287    0.00247460254468024    0.0750467032194138
660.276    0.00231155729852617    0.112569577991962
661.282    0.00214955047704279    0.0750467032194138
662.271    0.00231155729852617    0.0375238209962845
663.27    0.00223055388778448    0.112569577991962
664.27    0.00214955047704279    0.0750467032194138
665.263    0.00231155729852617    0.112569577991962
666.268    0.00223055388778448    0.0750467032194138
667.263    0.00239359913393855    0.150092452764511
668.256    0.00206854683347046    0.0750467032194138
669.255    0.00214955047704279    0.0750467032194138
670.255    0.00214955047704279    0.0750467032194138
671.248    0.00206854683347046    0.0375238209962845
672.251    0.00206854683347046    0.0750467032194138
673.249    0.00214955047704279    0.0750467032194138
674.246    0.00206854683347046    0.150092452764511
675.239    0.00206854683347046    9.39575329539366E-7
676.24    0.00206854683347046    9.39575329539366E-7
677.233    0.00206854683347046    0.150092452764511
678.23    0.00206854683347046    0.112569577991962
679.231    0.00190654001198709    0.0750467032194138
680.224    0.00206854683347046    0.112569577991962
681.224    0.00198754342272878    0.0750467032194138
682.224    0.00190654001198709    0.0375238209962845
683.217    0.00190654001198709    0.0750467032194138
684.221    0.00190654001198709    0.112569577991962
685.219    0.00190654001198709    0.112569577991962
686.209    0.00190654001198709    0.150092452764511
687.208    0.00190654001198709    9.39575329539366E-7
688.209    0.00190654001198709    0.0750467032194138
689.206    0.00190654001198709    0.0750467032194138
690.204    0.00190654001198709    0.150092452764511
691.196    0.0018255366012454    0.112569577991962
692.194    0.00198754342272878    0.150092452764511
693.193    0.00190654001198709    0.112569577991962
694.193    0.00198754342272878    0.112569577991962
695.186    0.00190654001198709    0.112569577991962
696.189    0.00198754342272878    0.150092452764511
697.181    0.0018255366012454    0.0750467032194138
698.177    0.00214955047704279    0.0750467032194138
699.177    0.00190654001198709    0.0750467032194138
700.178    0.0018255366012454    0.0750467032194138
701.171    0.0018255366012454    0.0375238209962845
701.363    0.00206854683347046    0.150092452764511
702.173    0.0425546877086163    49.9477653503418
703.17    0.018944263458252    50.0603332519531
704.163    0.0129406619817019    49.9852867126465
705.162    0.0101823909208179    50.0603332519531
706.162    0.00880221743136644    50.0978546142578
707.159    0.00791014079004526    50.0228080749512
708.152    0.00742308190092444    50.0978546142578
709.153    0.00701806461438537    49.9852867126465
710.148    0.00661200890317559    50.0228080749512
711.147    0.00645000208169222    50.0228080749512
712.147    0.00604394637048244    49.9477653503418
713.144    0.00588193954899907    49.9852867126465
714.136    0.0057199327275157    50.0228080749512
715.141    0.00539488019421697    50.0603332519531
716.131    0.00563892908394337    49.9852867126465
717.131    0.00539488019421697    49.9852867126465
718.144    0.00507086655125022    49.9852867126465
719.129    0.00498986290767789    49.9102401733398
720.123    0.00490782130509615    49.9852867126465
721.122    0.00474581448361278    49.9852867126465
722.115    0.0045838076621294    50.0603332519531
723.115    0.00474581448361278    50.0603332519531
724.115    0.0045838076621294    50.0228080749512
725.113    0.00450280401855707    50.0603332519531
726.109    0.0043407971970737    50.0228080749512
727.105    0.00425875512883067    50.0603332519531
728.099    0.0043407971970737    50.0603332519531
729.099    0.00442180037498474    50.0603332519531
730.1    0.00425875512883067    49.9852867126465
731.096    0.0043407971970737    50.0603332519531
732.093    0.00401574512943625    49.9852867126465
733.085    0.0040967483073473    50.0603332519531
734.084    0.00401574512943625    50.0228080749512
735.084    0.00425875512883067    49.9852867126465
736.084    0.00425875512883067    50.0603332519531
737.075    0.00385373807512224    50.0978546142578
738.075    0.00377273466438055    49.9852867126465
739.075    0.00377273466438055    49.9852867126465
740.068    0.00377273466438055    49.9477653503418
741.069    0.00369173125363886    50.0228080749512
742.069    0.00352868577465415    49.9852867126465
743.06    0.00344768236391246    50.0603332519531
744.057    0.00360968918539584    49.9852867126465
745.055    0.00369173125363886    49.9102401733398
746.053    0.00344768236391246    49.9852867126465
747.053    0.00336667895317078    50.0228080749512
748.053    0.00336667895317078    50.0228080749512
749.044    0.00352868577465415    49.9852867126465
750.041    0.00344768236391246    50.0603332519531
751.04    0.00336667895317078    50.0228080749512
752.038    0.00336667895317078    49.9852867126465
753.038    0.00344768236391246    50.0228080749512
754.031    0.0032046721316874    50.0603332519531
755.031    0.00328567554242909    50.0228080749512
756.033    0.00352868577465415    50.0978546142578
757.024    0.00344768236391246    50.0228080749512
758.022    0.0032046721316874    49.9852867126465
759.022    0.00336667895317078    50.0978546142578
760.016    0.0032046721316874    50.0978546142578
761.015    0.002960623241961    49.9852867126465
762.016    0.00328567554242909    49.9852867126465
763.008    0.002960623241961    50.0228080749512
764.007    0.00336667895317078    49.9852867126465
765.007    0.0032046721316874    50.0228080749512
766    0.002960623241961    50.0978546142578
767.006    0.00304266507737339    50.0228080749512
768    0.0032046721316874    50.0228080749512
768.991    0.00271761300973594    49.9852867126465
769.991    0.00279861642047763    50.0228080749512
770.991    0.00287961983121932    50.0978546142578
771.985    0.00279861642047763    50.0228080749512
772.984    0.002960623241961    49.9852867126465
773.986    0.00279861642047763    50.0228080749512
774.977    0.00271761300973594    49.9477653503418
775.976    0.00271761300973594    49.9477653503418
776.976    0.00271761300973594    50.0228080749512
777.975    0.00279861642047763    49.9852867126465
778.971    0.00279861642047763    50.0978546142578
779.973    0.00279861642047763    49.9852867126465
780.961    0.00255560595542192    50.0603332519531
781.959    0.00255560595542192    49.9852867126465
782.96    0.00263660959899426    49.9852867126465
783.957    0.002960623241961    49.9477653503418
784.955    0.00271761300973594    50.0978546142578
785.953    0.00247460254468024    49.9852867126465
786.944    0.00263660959899426    49.9102401733398
787.944    0.00279861642047763    49.9852867126465
788.944    0.00279861642047763    50.0603332519531
789.942    0.00279861642047763    49.9852867126465
790.939    0.00279861642047763    49.9852867126465
791.938    0.00271761300973594    50.0603332519531
792.928    0.00279861642047763    50.0603332519531
793.929    0.00263660959899426    50.0603332519531
794.929    0.00271761300973594    50.0228080749512
795.926    0.00271761300973594    50.0228080749512
796.918    0.00271761300973594    50.0603332519531
797.918    0.00279861642047763    49.9852867126465
798.915    0.00271761300973594    50.0978546142578
799.913    0.00247460254468024    50.0603332519531
800.334    0.00255560595542192    50.0228080749512
800.913    0.0607285350561142    99.8580017089844
801.906    0.0223516002297401    99.8204803466797
802.904    0.0144008006900549    99.8204803466797
803.904    0.0114805232733488    99.8204803466797
804.897    0.0100193452090025    99.8580017089844
805.898    0.00880221743136644    99.8204803466797
806.898    0.00831619650125504    99.8955307006836
807.891    0.00791014079004526    99.8580017089844
808.887    0.00742308190092444    99.9330520629883
809.894    0.00718007143586874    99.8955307006836
810.882    0.00701806461438537    99.8204803466797
811.882    0.00661200890317559    99.8204803466797
812.876    0.00645000208169222    99.8204803466797
813.879    0.00645000208169222    99.970573425293
814.871    0.00612494954839349    99.8580017089844
815.874    0.00604394637048244    99.9330520629883
816.867    0.00588193954899907    99.9330520629883
817.867    0.0057199327275157    99.8955307006836
818.867    0.00588193954899907    99.8955307006836
819.867    0.00539488019421697    99.8580017089844
820.864    0.0054758838377893    99.8204803466797
821.853    0.0054758838377893    99.8204803466797
822.851    0.0054758838377893    99.8955307006836
823.851    0.00539488019421697    99.8204803466797
824.845    0.00515187019482255    99.8955307006836
825.845    0.00531387701630592    99.8204803466797
826.845    0.00515187019482255    99.8955307006836
827.837    0.00490782130509615    99.8204803466797
828.836    0.00482681766152382    99.8204803466797
829.836    0.0045838076621294    99.8204803466797
830.829    0.0045838076621294    99.8955307006836
831.835    0.0045838076621294    99.8955307006836
832.83    0.00474581448361278    99.970573425293
833.826    0.00450280401855707    99.8580017089844
834.82    0.0045838076621294    99.8204803466797
835.821    0.00474581448361278    99.8955307006836
836.821    0.00442180037498474    99.8204803466797
837.834    0.0043407971970737    99.8580017089844
838.814    0.0043407971970737    99.8204803466797
839.806    0.0040967483073473    99.8204803466797
840.804    0.00425875512883067    99.8204803466797
841.804    0.0043407971970737    99.8204803466797
842.797    0.00425875512883067    99.8580017089844
843.797    0.00442180037498474    99.8580017089844
844.793    0.0040967483073473    99.970573425293
845.79    0.0040967483073473    99.8580017089844
846.789    0.00417775195091963    99.8204803466797
847.789    0.00425875512883067    99.8204803466797
848.783    0.00401574512943625    99.8580017089844
849.784    0.00417775195091963    99.8955307006836
850.781    0.0040967483073473    99.8955307006836
851.774    0.00393474148586392    99.8955307006836
852.773    0.00393474148586392    99.8204803466797
853.773    0.00393474148586392    99.8204803466797
854.766    0.00401574512943625    99.8204803466797
855.769    0.00401574512943625    99.8204803466797
856.766    0.00377273466438055    99.9330520629883
857.758    0.00369173125363886    99.9330520629883
858.758    0.00360968918539584    99.8580017089844
859.758    0.00360968918539584    99.8580017089844
860.756    0.00360968918539584    99.8955307006836
861.753    0.00344768236391246    99.8204803466797
862.749    0.00344768236391246    99.8580017089844
863.743    0.00352868577465415    99.782958984375
864.742    0.00336667895317078    99.8580017089844
865.742    0.00369173125363886    99.8204803466797
866.741    0.00328567554242909    99.8955307006836
867.74    0.00336667895317078    99.8955307006836
868.73    0.00352868577465415    99.8204803466797
869.728    0.00344768236391246    99.970573425293
870.727    0.00344768236391246    99.8204803466797
871.727    0.00344768236391246    99.970573425293
872.727    0.00360968918539584    99.8955307006836
873.727    0.00344768236391246    99.9330520629883
874.723    0.00336667895317078    99.9330520629883
875.711    0.00336667895317078    99.8204803466797
876.711    0.00328567554242909    99.8955307006836
877.712    0.0032046721316874    99.8204803466797
878.709    0.00328567554242909    99.8955307006836
879.711    0.0032046721316874    99.9330520629883
880.705    0.00328567554242909    99.8955307006836
881.696    0.00336667895317078    99.8955307006836
882.696    0.0032046721316874    99.8955307006836
883.696    0.00328567554242909    99.8955307006836
884.694    0.0032046721316874    99.9330520629883
885.69    0.002960623241961    99.9330520629883
886.685    0.00304266507737339    99.8580017089844
887.68    0.002960623241961    99.8204803466797
888.681    0.002960623241961    99.8955307006836
889.681    0.00271761300973594    99.8204803466797
890.68    0.00279861642047763    99.8580017089844
891.672    0.00287961983121932    99.8204803466797
892.671    0.00271761300973594    99.8955307006836
893.665    0.002960623241961    99.8204803466797
894.665    0.00279861642047763    99.8955307006836
895.665    0.00279861642047763    99.8955307006836
896.657    0.00279861642047763    99.8955307006836
897.679    0.00271761300973594    99.8955307006836
898.656    0.00271761300973594    99.8204803466797
899.65    0.00287961983121932    99.8955307006836
900.649    0.00287961983121932    99.970573425293
901.648    0.00279861642047763    99.8580017089844
902.64    0.00279861642047763    99.9330520629883
903.351    0.00271761300973594    99.782958984375
903.647    0.124337002635002    150.18147277832
904.637    0.0270581059157848    149.993865966797
905.633    0.0161049887537956    150.143951416016
906.633    0.01204754691571    150.106430053711
907.632    0.0101823909208179    150.18147277832
908.625    0.00920827314257622    150.143951416016
909.624    0.0084782037883997    150.219482421875
910.619    0.00839720014482737    150.106430053711
911.618    0.00766713032498956    150.18147277832
912.618    0.00734207825735211    150.143951416016
913.611    0.00734207825735211    150.18147277832
914.611    0.00701806461438537    150.106430053711
915.612    0.00669301208108664    150.143951416016
916.604    0.00677401572465897    150.106430053711
917.602    0.00636899843811989    150.106430053711
918.599    0.00636899843811989    150.143951416016
919.596    0.00612494954839349    150.068908691406
920.598    0.00604394637048244    150.031387329102
921.596    0.00604394637048244    150.106430053711
922.588    0.00604394637048244    150.106430053711
923.587    0.00580093590542674    150.143951416016
924.587    0.0057199327275157    150.143951416016
925.58    0.00555688701570034    150.143951416016
926.587    0.0054758838377893    150.106430053711
927.58    0.00563892908394337    150.106430053711
928.573    0.00555688701570034    150.031387329102
929.571    0.00531387701630592    150.143951416016
930.572    0.00523287337273359    150.106430053711
931.565    0.00523287337273359    150.068908691406
932.565    0.00507086655125022    150.18147277832
933.567    0.00523287337273359    150.143951416016
934.556    0.00490782130509615    150.106430053711
935.556    0.00498986290767789    150.106430053711
936.556    0.00490782130509615    150.143951416016
937.554    0.0045838076621294    150.18147277832
938.55    0.0045838076621294    150.18147277832
939.554    0.0045838076621294    150.106430053711
940.542    0.00474581448361278    150.18147277832
941.541    0.0045838076621294    150.106430053711
942.541    0.0045838076621294    150.18147277832
943.538    0.00450280401855707    150.106430053711
944.535    0.00450280401855707    150.106430053711
945.536    0.00450280401855707    150.106430053711
946.525    0.00450280401855707    150.068908691406
947.525    0.00425875512883067    150.18147277832
948.525    0.0043407971970737    150.18147277832
949.523    0.00401574512943625    150.143951416016
950.521    0.00425875512883067    150.143951416016
951.516    0.0043407971970737    150.106430053711
952.51    0.0040967483073473    150.106430053711
953.51    0.00425875512883067    150.106430053711
954.51    0.0040967483073473    150.106430053711
955.507    0.0043407971970737    150.18147277832
956.507    0.00425875512883067    150.106430053711
957.525    0.0040967483073473    150.106430053711
958.496    0.0040967483073473    150.18147277832
959.494    0.00401574512943625    150.106430053711
960.494    0.00425875512883067    150.18147277832
961.494    0.00401574512943625    150.143951416016
962.493    0.00385373807512224    150.18147277832
963.487    0.00393474148586392    150.18147277832
964.478    0.00377273466438055    150.143951416016
965.478    0.00385373807512224    150.106430053711
966.478    0.00360968918539584    150.143951416016
967.475    0.00385373807512224    150.106430053711
968.467    0.00344768236391246    150.18147277832
969.465    0.00360968918539584    150.106430053711
970.462    0.00352868577465415    150.106430053711
971.463    0.00360968918539584    150.143951416016
972.463    0.00344768236391246    150.106430053711
973.46    0.00360968918539584    150.068908691406
974.452    0.00344768236391246    150.143951416016
975.454    0.00344768236391246    150.143951416016
976.447    0.00352868577465415    150.106430053711
977.447    0.00344768236391246    150.143951416016
978.447    0.00336667895317078    150.106430053711
979.448    0.00336667895317078    150.106430053711
980.444    0.00336667895317078    150.106430053711
981.436    0.00336667895317078    150.18147277832
982.432    0.00336667895317078    150.143951416016
983.432    0.00344768236391246    150.18147277832
984.425    0.00344768236391246    150.143951416016
985.429    0.00352868577465415    150.143951416016
986.426    0.00344768236391246    150.143951416016
987.418    0.00344768236391246    150.031387329102
988.416    0.00336667895317078    150.106430053711
989.416    0.0032046721316874    150.106430053711
990.41    0.00336667895317078    150.18147277832
991.407    0.0032046721316874    150.106430053711
992.41    0.0032046721316874    150.106430053711
993.407    0.00328567554242909    150.031387329102
994.401    0.00312366848811507    150.068908691406
995.401    0.00312366848811507    150.143951416016
996.401    0.0032046721316874    150.143951416016
997.392    0.00312366848811507    150.219482421875
998.393    0.002960623241961    150.143951416016
999.392    0.002960623241961    150.106430053711
1000.385    0.00279861642047763    150.143951416016
1000.838    0.002960623241961    150.18147277832
1001.385    0.064459890127182    200.016677856445
1002.378    0.0225956477224827    200.092208862305
1003.379    0.0148068564012647    200.05419921875
1004.382    0.0116425296291709    200.016677856445
1005.371    0.0101823909208179    200.016677856445
1006.37    0.00904626585543156    200.092208862305
1007.37    0.00864021014422178    200.092208862305
1008.369    0.00831619650125504    200.092208862305
1009.368    0.00774813396856189    200.092208862305
1010.366    0.00742308190092444    200.05419921875
1011.356    0.00734207825735211    200.092208862305
1012.354    0.00701806461438537    200.016677856445
1013.355    0.00693706097081304    200.167251586914
1014.348    0.00677401572465897    200.092208862305
1015.349    0.00653100525960326    200.016677856445
1016.347    0.00653100525960326    200.016677856445
1017.356    0.00628799526020885    200.204772949219
1018.339    0.00636899843811989    200.092208862305
1019.339    0.00596294272691011    200.167251586914
1020.331    0.00588193954899907    200.05419921875
1021.334    0.00580093590542674    200.092208862305
1022.334    0.00580093590542674    200.092208862305
1023.324    0.00563892908394337    200.05419921875
1024.323    0.00555688701570034    200.092208862305
1025.323    0.00539488019421697    200.092208862305
1026.32    0.00539488019421697    200.092208862305
1027.32    0.00539488019421697    200.129730224609
1028.319    0.00539488019421697    200.167251586914
1029.309    0.00539488019421697    200.092208862305
1030.307    0.00515187019482255    200.05419921875
1031.307    0.00507086655125022    200.05419921875
1032.305    0.00498986290767789    200.204772949219
1033.307    0.00490782130509615    200.129730224609
1034.305    0.00474581448361278    200.05419921875
1035.292    0.00474581448361278    200.05419921875
1036.292    0.00466481084004045    200.092208862305
1037.286    0.0045838076621294    200.016677856445
1038.289    0.0045838076621294    200.092208862305
1039.286    0.00474581448361278    199.979156494141
1040.287    0.00474581448361278    200.092208862305
1041.276    0.0045838076621294    200.092208862305
1042.276    0.0045838076621294    200.05419921875
1043.277    0.00450280401855707    200.05419921875
1044.274    0.00450280401855707    200.016677856445
1045.272    0.00442180037498474    200.092208862305
1046.269    0.0040967483073473    199.979156494141
1047.261    0.0040967483073473    200.016677856445
1048.261    0.00417775195091963    200.016677856445
1049.255    0.0043407971970737    200.05419921875
1050.259    0.0043407971970737    199.941635131836
1051.26    0.0040967483073473    200.167251586914
1052.254    0.00401574512943625    200.05419921875
1053.245    0.00425875512883067    200.092208862305
1054.245    0.0040967483073473    200.092208862305
1055.246    0.0040967483073473    200.092208862305
1056.237    0.00417775195091963    200.016677856445
1057.234    0.0040967483073473    200.092208862305
1058.235    0.00417775195091963    200.129730224609
1059.23    0.0040967483073473    200.05419921875
1060.23    0.0040967483073473    200.05419921875
1061.229    0.00401574512943625    199.941635131836
1062.221    0.00393474148586392    200.092208862305
1063.219    0.00385373807512224    200.016677856445
1064.221    0.00360968918539584    200.092208862305
1065.214    0.00369173125363886    200.05419921875
1066.215    0.00369173125363886    200.05419921875
1067.215    0.00369173125363886    200.016677856445
1068.215    0.00360968918539584    200.016677856445
1069.207    0.00352868577465415    200.092208862305
1070.201    0.00344768236391246    200.05419921875
1071.199    0.00369173125363886    200.092208862305
1072.199    0.00360968918539584    200.05419921875
1073.192    0.00360968918539584    200.05419921875
1074.193    0.00369173125363886    200.016677856445
1075.192    0.00336667895317078    200.092208862305
1076.185    0.00360968918539584    200.016677856445
1077.197    0.0032046721316874    199.979156494141
1078.182    0.00360968918539584    200.092208862305
1079.178    0.00344768236391246    200.016677856445
1080.173    0.00344768236391246    200.016677856445
1081.172    0.00344768236391246    200.05419921875
1082.169    0.00328567554242909    200.092208862305
1083.167    0.00336667895317078    200.092208862305
1084.167    0.00344768236391246    200.016677856445
1085.161    0.00336667895317078    200.016677856445
1086.158    0.00344768236391246    200.016677856445
1087.161    0.0032046721316874    200.092208862305
1088.153    0.0032046721316874    200.05419921875
1089.152    0.00328567554242909    200.092208862305
1090.152    0.00336667895317078    199.979156494141
1091.15    0.00336667895317078    200.092208862305
1092.145    0.00344768236391246    200.016677856445
1093.147    0.00328567554242909    200.092208862305
1094.137    0.002960623241961    200.05419921875
1095.136    0.00328567554242909    200.092208862305
1096.137    0.0032046721316874    200.05419921875
1097.134    0.002960623241961    199.979156494141
1098.131    0.002960623241961    200.092208862305
1099.125    0.002960623241961    200.092208862305
1100.123    0.00271761300973594    200.05419921875
1100.594    0.002960623241961    200.092208862305
1101.121    0.0653529986739159    250.115005493164
1102.121    0.0224326029419899    250.077484130859
1103.119    0.0143197970464826    250.077484130859
1104.116    0.0114805232733488    250.077484130859
1105.109    0.0100193452090025    250.077484130859
1106.107    0.00904626585543156    250.077484130859
1107.106    0.00855920650064945    250.077484130859
1108.106    0.00831619650125504    250.039962768555
1109.104    0.00766713032498956    250.00244140625
1110.102    0.00758612714707851    250.039962768555
1111.093    0.00734207825735211    250.039962768555
1112.09    0.00718007143586874    250.039962768555
1113.09    0.0068550193682313    250.077484130859
1114.09    0.00677401572465897    250.077484130859
1115.088    0.00661200890317559    250.039962768555
1116.088    0.00653100525960326    250.077484130859
1117.077    0.00645000208169222    250.00244140625
1118.076    0.00604394637048244    250.039962768555
1119.075    0.00620595319196582    249.964431762695
1120.075    0.00588193954899907    250.039962768555
1121.075    0.00588193954899907    250.039962768555
1122.074    0.00580093590542674    250.00244140625
1123.066    0.00563892908394337    250.00244140625
1124.061    0.00563892908394337    250.00244140625
1125.059    0.00531387701630592    250.00244140625
1126.059    0.00539488019421697    250.077484130859
1127.051    0.00555688701570034    250.152526855469
1128.048    0.00539488019421697    250.00244140625
1129.053    0.00539488019421697    250.077484130859
1130.044    0.00523287337273359    250.077484130859
1131.044    0.00539488019421697    250.039962768555
1132.044    0.00515187019482255    250.039962768555
1133.041    0.00490782130509615    250.039962768555
1134.037    0.00482681766152382    250.039962768555
1135.036    0.00474581448361278    250.152526855469
1136.028    0.00474581448361278    250.115005493164
1137.044    0.00474581448361278    249.964431762695
1138.029    0.00482681766152382    250.00244140625
1139.029    0.0045838076621294    250.152526855469
1140.021    0.00490782130509615    250.039962768555
1141.019    0.0045838076621294    250.077484130859
1142.012    0.00474581448361278    250.077484130859
1143.012    0.00474581448361278    250.077484130859
1144.005    0.0043407971970737    250.00244140625
1145.01    0.0043407971970737    250.00244140625
1146.005    0.00450280401855707    249.964431762695
1147.003    0.00425875512883067    250.077484130859
1147.996    0.0043407971970737    250.039962768555
1148.997    0.00417775195091963    249.964431762695
1149.99    0.00417775195091963    249.964431762695
1150.988    0.0040967483073473    250.077484130859
1151.99    0.0040967483073473    249.964431762695
1152.988    0.00417775195091963    250.00244140625
1153.981    0.00417775195091963    250.00244140625
1154.981    0.00425875512883067    250.039962768555
1155.981    0.0040967483073473    250.00244140625
1156.972    0.00417775195091963    250.00244140625
1157.97    0.00401574512943625    250.077484130859
1158.972    0.0040967483073473    250.077484130859
1159.966    0.0040967483073473    250.077484130859
1160.966    0.0040967483073473    249.964431762695
1161.964    0.00377273466438055    250.00244140625
1162.959    0.00401574512943625    250.039962768555
1163.954    0.00401574512943625    250.077484130859
1164.952    0.00385373807512224    250.00244140625
1165.95    0.00385373807512224    250.077484130859
1166.95    0.00369173125363886    250.00244140625
1167.943    0.00369173125363886    250.039962768555
1168.944    0.00360968918539584    250.039962768555
1169.944    0.00360968918539584    250.077484130859
1170.936    0.00360968918539584    250.039962768555
1171.935    0.00352868577465415    250.00244140625
1172.935    0.00360968918539584    250.039962768555
1173.928    0.00352868577465415    250.00244140625
1174.926    0.00344768236391246    250.039962768555
1175.928    0.00336667895317078    250.077484130859
1176.921    0.00360968918539584    250.077484130859
1177.919    0.00360968918539584    250.077484130859
1178.919    0.00336667895317078    250.077484130859
1179.913    0.00352868577465415    250.039962768555
1180.909    0.00336667895317078    249.964431762695
1181.909    0.00352868577465415    250.039962768555
1182.905    0.00344768236391246    250.00244140625
1183.904    0.00344768236391246    250.039962768555
1184.904    0.00344768236391246    250.077484130859
1185.9    0.00344768236391246    250.00244140625
1186.9    0.00328567554242909    250.077484130859
1187.901    0.00336667895317078    250.039962768555
1188.89    0.00352868577465415    250.077484130859
1189.888    0.00344768236391246    250.039962768555
1190.889    0.00336667895317078    250.077484130859
1191.886    0.00344768236391246    250.077484130859
1192.888    0.0032046721316874    250.039962768555
1193.886    0.00336667895317078    250.00244140625
1194.874    0.00336667895317078    250.00244140625
1195.873    0.00336667895317078    250.00244140625
1196.888    0.0032046721316874    250.077484130859
1197.871    0.00336667895317078    250.00244140625
1198.872    0.00328567554242909    250.039962768555
1199.866    0.00312366848811507    250.00244140625
1200.278    0.002960623241961    250.077484130859
1200.856    0.0585372895002365    300.175811767578
1201.857    0.0217025335878134    300.100311279297
1202.851    0.0143197970464826    300.213348388672
1203.854    0.0114805232733488    300.100311279297
1204.853    0.00985733885318041    300.100311279297
1205.848    0.00912726949900389    300.175811767578
1206.841    0.00855920650064945    300.062774658203
1207.841    0.0082351928576827    300.100311279297
1208.841    0.00791014079004526    300.100311279297
1209.834    0.00742308190092444    300.137817382813
1210.831    0.00742308190092444    300.175811767578
1211.83    0.00726107461377978    300.100311279297
1212.826    0.00701806461438537    300.100311279297
1213.826    0.0068550193682313    300.062774658203
1214.819    0.00677401572465897    300.062774658203
1215.819    0.00669301208108664    300.100311279297
1216.82    0.00645000208169222    300.062774658203
1217.819    0.00620595319196582    300.137817382813
1218.81    0.00596294272691011    300.062774658203
1219.81    0.00620595319196582    300.137817382813
1219.917    0.00612494954839349    300.213348388672
1220.81    0.00596294272691011    300.175811767578
1221.803    0.00580093590542674    300.137817382813
1222.799    0.00580093590542674    300.100311279297
1223.802    0.00563892908394337    300.100311279297
1224.795    0.00555688701570034    300.137817382813
1225.795    0.00563892908394337    300.100311279297
1226.795    0.0054758838377893    300.100311279297
1227.791    0.0054758838377893    300.062774658203
1228.789    0.00539488019421697    300.100311279297
1229.788    0.00555688701570034    300.175811767578
1230.779    0.00539488019421697    300.062774658203
1231.779    0.00515187019482255    300.062774658203
1232.773    0.00523287337273359    300.175811767578
1233.777    0.00515187019482255    300.137817382813
1234.772    0.00498986290767789    300.213348388672
1235.765    0.00490782130509615    300.100311279297
1236.764    0.00490782130509615    300.100311279297
1237.764    0.00482681766152382    300.137817382813
1238.757    0.00490782130509615    300.100311279297
1239.76    0.00490782130509615    300.175811767578
1240.758    0.00474581448361278    300.137817382813
1241.75    0.0045838076621294    300.100311279297
1242.748    0.00482681766152382    300.062774658203
1243.749    0.00450280401855707    300.175811767578
1244.742    0.00466481084004045    300.137817382813
1245.748    0.0045838076621294    300.100311279297
1246.742    0.0045838076621294    300.062774658203
1247.738    0.0045838076621294    300.175811767578
1248.733    0.00450280401855707    300.062774658203
1249.733    0.00450280401855707    300.062774658203
1250.727    0.00450280401855707    300.100311279297
1251.724    0.00425875512883067    300.062774658203
1252.727    0.00425875512883067    300.137817382813
1253.719    0.0043407971970737    300.100311279297
1254.718    0.00417775195091963    300.062774658203
1255.718    0.0040967483073473    300.025238037109
1256.734    0.00425875512883067    300.137817382813
1257.714    0.00401574512943625    300.062774658203
1258.712    0.00401574512943625    300.100311279297
1259.703    0.00417775195091963    300.137817382813
1260.701    0.00417775195091963    300.062774658203
1261.701    0.00425875512883067    300.137817382813
1262.701    0.00425875512883067    300.137817382813
1263.696    0.0040967483073473    300.062774658203
1264.697    0.0040967483073473    300.062774658203
1265.687    0.0040967483073473    300.100311279297
1266.686    0.0040967483073473    300.100311279297
1267.686    0.00401574512943625    300.175811767578
1268.68    0.00401574512943625    300.100311279297
1269.682    0.00393474148586392    300.062774658203
1270.679    0.0040967483073473    300.175811767578
1271.67    0.00385373807512224    300.100311279297
1272.67    0.00377273466438055    300.062774658203
1273.671    0.00385373807512224    300.175811767578
1274.669    0.00369173125363886    300.175811767578
1275.666    0.00385373807512224    300.100311279297
1276.663    0.00369173125363886    300.100311279297
1277.656    0.00360968918539584    300.100311279297
1278.655    0.00352868577465415    300.100311279297
1279.655    0.00360968918539584    300.175811767578
1280.647    0.00369173125363886    300.137817382813
1281.645    0.00344768236391246    300.175811767578
1282.651    0.00352868577465415    300.100311279297
1283.641    0.00336667895317078    300.100311279297
1284.639    0.00344768236391246    300.100311279297
1285.64    0.00360968918539584    300.137817382813
1286.637    0.00336667895317078    300.175811767578
1287.628    0.00336667895317078    300.100311279297
