"sec"	"mA"	"mV"
1288.635    0.00336667895317078    300.137817382813
1289.624    0.00328567554242909    300.100311279297
1290.624    0.00328567554242909    300.062774658203
1291.624    0.00344768236391246    300.062774658203
1292.622    0.00344768236391246    300.100311279297
1293.613    0.00328567554242909    300.100311279297
1294.618    0.00344768236391246    300.175811767578
1295.608    0.00352868577465415    300.100311279297
1296.609    0.00344768236391246    300.025238037109
1297.609    0.00328567554242909    300.175811767578
1298.606    0.00336667895317078    300.062774658203
1299.605    0.00344768236391246    300.100311279297
1300.41    0.00344768236391246    300.100311279297
1300.596    -1.09550309181213    0.112569577991962
1301.593    -0.146973624825478    0.0750467032194138
1302.593    -0.0727360472083092    0.0750467032194138
1303.594    -0.0476665236055851    0.0750467032194138
1304.591    -0.0356582812964916    0.0375238209962845
1305.077    -0.0318448916077614    0.112569577991962
1305.582    -0.0287615675479174    0.112569577991962
1306.582    -0.0243811514228582    0.0375238209962845
1307.578    -0.0212168246507645    0.0750467032194138
1308.578    -0.0188635718077421    0.0375238209962845
1309.578    -0.0172414258122444    9.39575329539366E-7
1310.578    -0.0154562350362539    0.0750467032194138
1311.569    -0.0139150926843286    0.0750467032194138
1312.564    -0.0133470296859741    0.0750467032194138
1313.562    -0.0118048489093781    0.0750467032194138
1314.558    -0.0114808352664113    9.39575329539366E-7
1315.556    -0.0107507659122348    0.0750467032194138
1316.578    -0.0100206965580583    9.39575329539366E-7
1317.555    -0.00969564449042082    0.0750467032194138
1318.548    -0.00864052306860685    0.0750467032194138
1319.547    -0.00847851578146219    9.39575329539366E-7
1320.546    -0.00823550578206778    0.0375238209962845
1321.544    -0.0075864396058023    0.0750467032194138
1322.537    -0.00726138707250357    0.0375238209962845
1323.54    -0.00701837707310915    0.0750467032194138
1324.537    -0.00677536660805345    0.112569577991962
1325.53    -0.00669332453981042    0.0750467032194138
1326.53    -0.00661232136189938    0.0750467032194138
1327.524    -0.0062073040753603    0.0750467032194138
1328.522    -0.00572024472057819    0.0375238209962845
1329.524    -0.00563924154266715    0.0750467032194138
1330.516    -0.00563924154266715    0.150092452764511
1331.515    -0.00547723472118378    9.39575329539366E-7
1332.515    -0.00547723472118378    0.0375238209962845
1333.508    -0.00515218218788505    0.0750467032194138
1334.512    -0.005071179009974    0.0375238209962845
1335.508    -0.00490917218849063    0.0375238209962845
1336.5    -0.00474612647667527    0.112569577991962
1337.499    -0.00450311647728086    0.0750467032194138
1338.5    -0.00442211283370852    0.0750467032194138
1339.498    -0.0045841196551919    0.0750467032194138
1340.495    -0.00417910283431411    0.150092452764511
1341.488    -0.00393505394458771    0.0750467032194138
1342.485    -0.00409706076607108    0.112569577991962
1343.484    -0.00393505394458771    0.0750467032194138
1344.484    -0.00377304689027369    0.112569577991962
1345.482    -0.00377304689027369    0.0375238209962845
1346.48    -0.00377304689027369    0.0750467032194138
1347.476    -0.00377304689027369    0.0750467032194138
1348.469    -0.00377304689027369    0.0750467032194138
1349.469    -0.003692043479532    9.39575329539366E-7
1350.469    -0.003692043479532    0.0375238209962845
1351.462    -0.00353003665804863    0.0750467032194138
1352.463    -0.00328598776832223    0.0750467032194138
1353.46    -0.00328598776832223    0.112569577991962
1354.455    -0.00336699117906392    0.0750467032194138
1355.453    -0.00312398094683886    0.0375238209962845
1356.453    -0.00320498435758054    0.150092452764511
1357.451    -0.00296197412535548    0.0750467032194138
1358.451    -0.0028809707146138    9.39575329539366E-7
1359.447    -0.00296197412535548    0.112569577991962
1360.439    -0.0028809707146138    0.112569577991962
1361.438    -0.00296197412535548    0.112569577991962
1362.438    -0.00296197412535548    0.0750467032194138
1363.435    -0.0028809707146138    0.0750467032194138
1364.433    -0.00304297753609717    0.150092452764511
1365.428    -0.00279892864637077    0.0750467032194138
1366.422    -0.00304297753609717    0.0750467032194138
1367.422    -0.0028809707146138    0.0750467032194138
1368.423    -0.00263692182488739    0.0750467032194138
1369.42    -0.00263692182488739    0.0750467032194138
1370.412    -0.0028809707146138    0.150092452764511
1371.409    -0.0028809707146138    0.112569577991962
1372.407    -0.00279892864637077    0.0750467032194138
1373.407    -0.0028809707146138    0.0750467032194138
1374.401    -0.00263692182488739    0.112569577991962
1375.405    -0.00279892864637077    0.0750467032194138
1376.415    -0.00263692182488739    0.0750467032194138
1377.396    -0.0028809707146138    0.112569577991962
1378.391    -0.00279892864637077    0.0750467032194138
1379.392    -0.00239391159266233    0.112569577991962
1380.385    -0.00263692182488739    0.0375238209962845
1381.391    -0.00263692182488739    0.0750467032194138
1382.384    -0.00231290818192065    0.0750467032194138
1383.381    -0.00239391159266233    0.112569577991962
1384.375    -0.00231290818192065    0.112569577991962
1385.375    -0.00239391159266233    0.0750467032194138
1386.375    -0.00223190477117896    0.0750467032194138
1387.366    -0.00239391159266233    0.0750467032194138
1388.364    -0.00214986270293593    0.0375238209962845
1389.367    -0.00231290818192065    0.0750467032194138
1390.36    -0.00214986270293593    0.0750467032194138
1391.36    -0.00223190477117896    0.150092452764511
1392.36    -0.00223190477117896    0.0375238209962845
1393.351    -0.00214986270293593    0.0750467032194138
1394.353    -0.00198785588145256    0.0750467032194138
1395.353    -0.00206885929219425    0.0750467032194138
1396.344    -0.00198785588145256    0.112569577991962
1397.344    -0.00198785588145256    0.0750467032194138
1398.345    -0.00214986270293593    0.0750467032194138
1399.341    -0.00206885929219425    0.0750467032194138
1400.335    -0.00198785588145256    0.112569577991962
1400.702    -0.00190685247071087    0.112569577991962
1401.33    0.318569719791412    300.175811767578
1402.329    0.106000110507011    300.100311279297
1403.329    0.0605654902756214    300.062774658203
1404.329    0.0428787022829056    300.062774658203
1405.32    0.0335487648844719    300.100311279297
1406.321    0.0283562391996384    300.100311279297
1407.315    0.0246238503605127    300.062774658203
1408.313    0.0220275856554508    300.213348388672
1409.313    0.0200803875923157    300.062774658203
1410.306    0.0186202488839626    300.137817382813
1411.307    0.0173221174627542    300.062774658203
1412.302    0.0162669960409403    300.175811767578
1413.299    0.0152928773313761    300.100311279297
1414.298    0.0145628079771996    300.100311279297
1415.298    0.0139137413352728    300.250885009766
1416.291    0.0131836719810963    300.100311279297
1417.293    0.0127786546945572    300.100311279297
1418.291    0.0123725989833474    300.100311279297
1419.284    0.0119665432721376    300.100311279297
1420.282    0.0114805232733488    300.137817382813
1421.283    0.0112364739179611    300.175811767578
1422.276    0.0111554712057114    300.100311279297
1423.278    0.0105064045637846    300.137817382813
1424.277    0.00993834249675274    300.137817382813
1425.268    0.00993834249675274    300.137817382813
1426.267    0.00969533156603575    300.062774658203
1427.267    0.00961432885378599    300.137817382813
1428.26    0.00920827314257622    300.062774658203
1429.264    0.00896526221185923    300.100311279297
1430.26    0.00864021014422178    300.100311279297
1431.253    0.00815315078943968    300.175811767578
1432.252    0.0084782037883997    300.137817382813
1433.252    0.0082351928576827    300.062774658203
1434.249    0.00815315078943968    300.100311279297
1435.243    0.00782913714647293    300.175811767578
1436.251    0.00774813396856189    300.062774658203
1437.238    0.00758612714707851    300.062774658203
1438.236    0.00742308190092444    300.175811767578
1439.236    0.00726107461377978    300.175811767578
1440.233    0.00726107461377978    300.100311279297
1441.226    0.00718007143586874    300.062774658203
1442.232    0.0068550193682313    300.100311279297
1443.219    0.00677401572465897    300.100311279297
1444.22    0.00669301208108664    300.100311279297
1445.22    0.00677401572465897    300.062774658203
1446.217    0.00653100525960326    300.137817382813
1447.215    0.00661200890317559    300.100311279297
1448.206    0.00653100525960326    300.100311279297
1449.204    0.00628799526020885    300.100311279297
1450.204    0.00628799526020885    300.062774658203
1451.205    0.00588193954899907    300.213348388672
1452.202    0.00604394637048244    300.100311279297
1453.202    0.00588193954899907    300.137817382813
1454.197    0.00604394637048244    300.100311279297
1455.189    0.00580093590542674    300.250885009766
1456.189    0.0057199327275157    300.137817382813
1457.183    0.0057199327275157    300.100311279297
1458.186    0.00539488019421697    300.100311279297
1459.185    0.00539488019421697    300.175811767578
1460.186    0.0057199327275157    300.100311279297
1461.173    0.00531387701630592    300.137817382813
1462.173    0.00539488019421697    300.137817382813
1463.174    0.00531387701630592    300.175811767578
1464.171    0.00523287337273359    300.100311279297
1465.162    0.00515187019482255    300.100311279297
1466.163    0.00498986290767789    300.100311279297
1467.158    0.00490782130509615    300.100311279297
1468.158    0.00498986290767789    300.100311279297
1469.158    0.00490782130509615    300.175811767578
1470.15    0.00466481084004045    300.100311279297
1471.147    0.0045838076621294    300.175811767578
1472.146    0.0045838076621294    300.213348388672
1473.142    0.00482681766152382    300.137817382813
1474.143    0.00474581448361278    300.100311279297
1475.143    0.00474581448361278    300.137817382813
1476.143    0.0045838076621294    300.062774658203
1477.137    0.0045838076621294    300.062774658203
1478.131    0.00466481084004045    300.062774658203
1479.127    0.00450280401855707    300.062774658203
1480.127    0.00442180037498474    300.100311279297
1481.12    0.0043407971970737    300.175811767578
1482.121    0.00450280401855707    300.137817382813
1483.118    0.00417775195091963    300.175811767578
1484.113    0.00425875512883067    300.175811767578
1485.112    0.00417775195091963    300.175811767578
1486.112    0.0043407971970737    300.025238037109
1487.105    0.00425875512883067    300.175811767578
1488.103    0.00417775195091963    300.100311279297
1489.105    0.00417775195091963    300.100311279297
1490.098    0.00425875512883067    300.213348388672
1491.096    0.00417775195091963    300.100311279297
1492.096    0.00425875512883067    300.213348388672
1493.09    0.0040967483073473    300.137817382813
1494.094    0.00417775195091963    300.137817382813
1495.091    0.00417775195091963    300.175811767578
1496.101    0.00401574512943625    300.137817382813
1497.081    0.0040967483073473    300.213348388672
1498.081    0.00401574512943625    300.137817382813
1499.075    0.0040967483073473    300.025238037109
1500.073    0.00385373807512224    300.213348388672
1500.633    0.0040967483073473    300.100311279297
1501.075    -0.070707842707634    250.077484130859
1502.066    -0.0162673071026802    250.077484130859
1503.064    -0.0073423907160759    250.00244140625
1503.335    -0.006450314540416    250.077484130859
1504.065    -0.0458813309669495    199.979156494141
1505.062    -0.0187825672328472    200.016677856445
1505.207    -0.0173224285244942    200.167251586914
1506.059    0.0242177937179804    250.077484130859
1507.052    0.00612494954839349    250.039962768555
1508.05    0.00223055388778448    250.077484130859
1509.049    0.00109546724706888    250.039962768555
1510.049    0.000851418415550143    250.077484130859
1511.048    0.000527404656168073    250.077484130859
1512.044    0.00060840806690976    250.00244140625
1513.038    0.000689411535859108    250.077484130859
1514.035    0.000527404656168073    250.00244140625
1515.034    0.00060840806690976    250.115005493164
1516.034    0.000527404656168073    250.039962768555
1517.027    0.000770414946600795    250.077484130859
1518.028    0.000932421826291829    250.00244140625
1519.021    0.00109546724706888    250.077484130859
1520.02    0.000851418415550143    250.115005493164
1521.018    0.00101342529524118    250.077484130859
1522.018    0.00101342529524118    250.077484130859
1523.015    0.00117647065781057    250.00244140625
1524.014    0.00101342529524118    250.115005493164
1525.012    0.00117647065781057    250.00244140625
1526.004    0.00109546724706888    250.00244140625
1527.003    0.00125747406855226    250.077484130859
1528.003    0.00109546724706888    250.00244140625
1529    0.00101342529524118    250.077484130859
1530.002    0.00101342529524118    250.077484130859
1530.99    0.00101342529524118    250.00244140625
1531.989    0.00125747406855226    250.115005493164
1532.987    0.00125747406855226    250.115005493164
1533.987    0.00109546724706888    250.00244140625
1534.985    0.00117647065781057    250.115005493164
1535.976    0.00125747406855226    250.039962768555
1536.976    0.00109546724706888    250.00244140625
1537.972    0.00117647065781057    250.039962768555
1538.972    0.00101342529524118    250.077484130859
1539.972    0.00101342529524118    250.00244140625
1540.969    0.00125747406855226    250.039962768555
1541.963    0.00109546724706888    250.039962768555
1542.968    0.00133847747929394    250.00244140625
1543.956    0.00125747406855226    250.00244140625
1544.956    0.00117647065781057    250.077484130859
1545.957    0.00109546724706888    250.039962768555
1546.957    0.00117647065781057    250.077484130859
1547.948    0.00141948089003563    250.039962768555
1548.948    0.00125747406855226    250.00244140625
1549.941    0.00133847747929394    250.077484130859
1550.941    0.00125747406855226    249.964431762695
1551.935    0.00117647065781057    250.077484130859
1552.932    0.00141948089003563    250.115005493164
1553.929    0.00117647065781057    250.152526855469
1554.932    0.00117647065781057    250.039962768555
1555.941    0.00133847747929394    250.00244140625
1556.926    0.00133847747929394    250.00244140625
1557.92    0.00141948089003563    250.152526855469
1558.922    0.00133847747929394    250.077484130859
1559.915    0.00125747406855226    250.152526855469
1560.916    0.00125747406855226    250.039962768555
1561.909    0.00133847747929394    250.039962768555
1562.909    0.00125747406855226    250.077484130859
1563.909    0.00109546724706888    250.115005493164
1564.9    0.00125747406855226    250.077484130859
1565.898    0.00109546724706888    250.115005493164
1566.9    0.00133847747929394    250.115005493164
1567.894    0.00125747406855226    250.039962768555
1568.894    0.00117647065781057    250.00244140625
1569.892    0.00133847747929394    250.00244140625
1570.887    0.00117647065781057    250.077484130859
1571.882    0.00125747406855226    250.115005493164
1572.879    0.00133847747929394    250.039962768555
1573.878    0.00125747406855226    250.077484130859
1574.878    0.00141948089003563    250.039962768555
1575.871    0.00133847747929394    250.077484130859
1576.872    0.00141948089003563    250.039962768555
1577.873    0.00141948089003563    250.00244140625
1578.864    0.00125747406855226    250.152526855469
1579.863    0.00117647065781057    250.115005493164
1580.863    0.00133847747929394    250.152526855469
1581.856    0.00141948089003563    250.152526855469
1582.856    0.00125747406855226    250.077484130859
1583.857    0.00158148782793432    250.077484130859
1584.848    0.00150048441719264    250.00244140625
1585.847    0.00158148782793432    250.077484130859
1586.847    0.00158148782793432    250.152526855469
1587.841    0.00133847747929394    250.115005493164
1588.837    0.00133847747929394    250.077484130859
1589.84    0.00141948089003563    250.00244140625
1590.833    0.00133847747929394    250.039962768555
1591.832    0.00125747406855226    250.152526855469
1592.832    0.00133847747929394    250.00244140625
1593.829    0.00117647065781057    250.077484130859
1594.823    0.00141948089003563    250.077484130859
1595.829    0.00141948089003563    250.039962768555
1596.818    0.00141948089003563    250.00244140625
1597.816    0.00150048441719264    250.00244140625
1598.817    0.00141948089003563    250.115005493164
1599.813    0.00141948089003563    250.077484130859
1600.817    0.00117647065781057    250.152526855469
1601.814    0.00141948089003563    250.00244140625
1602.802    0.00133847747929394    249.964431762695
1603.801    0.00125747406855226    250.077484130859
1604.801    0.00133847747929394    250.00244140625
1605.527    0.00141948089003563    250.00244140625
1605.794    -0.127825647592545    200.167251586914
1606.79    -0.0207297652959824    200.05419921875
1607.789    -0.010344710201025    200.129730224609
1608.785    -0.00669332453981042    200.129730224609
1609.786    -0.0045841196551919    199.941635131836
1610.78    -0.00377304689027369    200.016677856445
1611.778    -0.00328598776832223    200.016677856445
1612.783    -0.00312398094683886    200.167251586914
1613.779    -0.00239391159266233    200.129730224609
1614.77    -0.00190685247071087    200.092208862305
1615.794    -0.00198785588145256    200.05419921875
1616.77    -0.0015007967595011    199.941635131836
1617.771    -0.0013387898216024    200.05419921875
1618.765    -0.0015007967595011    200.167251586914
1619.762    -0.00125778641086072    200.167251586914
1620.755    -0.000851730757858604    200.092208862305
1621.754    -0.00068972387816757    200.05419921875
1622.754    -0.000770727347116917    200.092208862305
1623.747    -0.000851730757858604    200.167251586914
1624.742    -0.000851730757858604    200.129730224609
1625.745    -0.000608720467425883    200.092208862305
1626.738    -0.000608720467425883    200.092208862305
1627.738    -0.000851730757858604    200.05419921875
1628.738    -0.000527716998476535    200.016677856445
1629.735    -0.000527716998476535    200.05419921875
1630.734    -0.000284706708043814    200.016677856445
1631.731    -0.000202664770768024    199.979156494141
1632.723    -0.000365710147889331    199.979156494141
1633.723    -0.000365710147889331    200.092208862305
1634.723    -0.000446713587734848    200.167251586914
1635.714    -4.06578983529471E-5    200.129730224609
1636.722    -4.06578983529471E-5    200.016677856445
1637.712    -0.000202664770768024    200.016677856445
1638.707    4.03455378545914E-5    200.204772949219
1639.707    -0.000121661330922507    200.016677856445
1640.701    -0.000202664770768024    199.979156494141
1641.698    -0.000121661330922507    200.016677856445
1642.701    -0.000202664770768024    200.092208862305
1643.693    4.03455378545914E-5    200.016677856445
1644.692    0.000283355853753164    200.016677856445
1645.692    0.00012134897406213    199.941635131836
1646.685    4.03455378545914E-5    200.05419921875
1647.683    -4.06578983529471E-5    200.167251586914
1648.685    0.000202352399355732    200.05419921875
1649.678    0.00012134897406213    200.092208862305
1650.676    0.00012134897406213    200.167251586914
1651.677    0.00012134897406213    200.129730224609
1652.67    0.000364359264494851    199.979156494141
1653.668    0.000202352399355732    200.092208862305
1654.67    0.000283355853753164    200.092208862305
1655.666    0.000283355853753164    200.016677856445
1656.661    4.03455378545914E-5    200.05419921875
1657.661    -0.000121661330922507    200.167251586914
1658.656    0.000283355853753164    200.092208862305
1659.654    4.03455378545914E-5    200.167251586914
1660.654    0.000364359264494851    200.092208862305
1661.647    4.03455378545914E-5    200.167251586914
1662.646    0.000283355853753164    200.092208862305
1663.646    4.03455378545914E-5    200.167251586914
1664.644    0.000283355853753164    200.092208862305
1665.641    0.00012134897406213    200.204772949219
1666.643    0.000283355853753164    200.167251586914
1667.632    0.000364359264494851    200.167251586914
1668.63    0.000283355853753164    200.167251586914
1669.63    0.000446401216322556    200.05419921875
1670.628    0.000364359264494851    200.016677856445
1671.625    0.000283355853753164    200.092208862305
1672.628    0.000283355853753164    200.092208862305
1673.616    0.000446401216322556    200.129730224609
1674.615    0.000283355853753164    200.092208862305
1675.655    0.000364359264494851    200.016677856445
1676.612    0.000364359264494851    200.167251586914
1677.611    0.000364359264494851    200.204772949219
1678.608    4.03455378545914E-5    200.167251586914
1679.601    0.000446401216322556    200.092208862305
1680.598    0.000364359264494851    200.242294311523
1681.599    0.000202352399355732    200.092208862305
1682.591    0.000283355853753164    200.167251586914
1683.593    0.00012134897406213    200.129730224609
1684.592    0.000283355853753164    200.092208862305
1685.584    0.000446401216322556    200.092208862305
1686.583    0.000283355853753164    200.05419921875
1687.583    0.000446401216322556    200.129730224609
1688.58    0.000364359264494851    200.016677856445
1689.573    0.000446401216322556    200.05419921875
1690.58    0.000527404656168073    200.016677856445
1691.569    0.000283355853753164    200.167251586914
1692.567    0.000283355853753164    200.129730224609
1693.568    0.000446401216322556    200.092208862305
1694.559    0.000202352399355732    200.204772949219
1695.559    0.000446401216322556    200.092208862305
1696.564    0.000364359264494851    200.092208862305
1697.552    0.000446401216322556    200.092208862305
1698.552    0.000527404656168073    200.092208862305
1699.552    0.000851418415550143    200.167251586914
1699.947    0.000364359264494851    200.204772949219
1700.55    -0.0513168685138226    150.106430053711
1701.541    -0.0166733637452126    150.18147277832
1702.549    -0.00912758149206638    150.068908691406
1703.536    -0.00661232136189938    150.143951416016
1704.537    -0.00515218218788505    150.106430053711
1705.537    -0.00401605712249875    150.106430053711
1706.537    -0.00361104006879032    150.031387329102
1707.536    -0.00304297753609717    150.18147277832
1708.528    -0.00296197412535548    150.219482421875
1709.521    -0.00247491500340402    150.031387329102
1710.521    -0.00223190477117896    150.18147277832
1711.521    -0.00239391159266233    150.18147277832
1712.513    -0.00206885929219425    150.143951416016
1713.515    -0.00166384212207049    150.068908691406
1714.512    -0.00141979334875941    150.18147277832
1715.506    -0.0015828387113288    150.106430053711
1716.506    -0.00166384212207049    150.031387329102
1717.5    -0.0015007967595011    150.18147277832
1718.502    -0.00141979334875941    150.031387329102
1719.495    -0.0015007967595011    150.106430053711
1720.496    -0.00117678300011903    150.031387329102
1721.49    -0.000933772709686309    150.031387329102
1722.49    -0.00109577958937734    150.143951416016
1723.489    -0.00125778641086072    150.106430053711
1724.483    -0.00109577958937734    150.106430053711
1725.488    -0.00101477617863566    150.143951416016
1726.482    -0.000851730757858604    150.143951416016
1727.475    -0.000770727347116917    150.18147277832
1728.475    -0.000770727347116917    150.106430053711
1729.474    -0.000527716998476535    150.143951416016
1730.467    -0.00068972387816757    150.143951416016
1731.467    -0.000851730757858604    150.18147277832
1732.461    -0.000527716998476535    150.106430053711
1733.459    -0.000608720467425883    150.106430053711
1734.46    -0.00068972387816757    150.18147277832
1735.481    -0.000527716998476535    150.106430053711
1736.455    -0.00068972387816757    150.143951416016
1737.451    -0.000365710147889331    150.031387329102
1738.446    -0.000608720467425883    150.18147277832
1739.444    -0.000446713587734848    150.18147277832
1740.439    -0.000446713587734848    150.18147277832
1741.436    -0.000446713587734848    150.18147277832
1742.438    -0.00068972387816757    150.219482421875
1743.436    -0.000770727347116917    150.106430053711
1744.429    -0.000608720467425883    150.106430053711
1745.427    -0.000365710147889331    150.18147277832
1746.426    -0.000365710147889331    149.956344604492
1747.421    -0.000446713587734848    150.031387329102
1748.422    -0.000527716998476535    150.106430053711
1749.421    -0.000446713587734848    150.106430053711
1750.414    -0.000365710147889331    150.031387329102
1751.412    -0.000284706708043814    150.031387329102
1752.412    -0.000365710147889331    150.031387329102
1753.407    -0.000527716998476535    150.143951416016
1754.406    -0.000284706708043814    150.031387329102
1755.408    -0.000202664770768024    150.031387329102
1756.398    -0.000446713587734848    150.143951416016
1757.397    -0.000202664770768024    150.106430053711
1758.397    -0.000202664770768024    150.031387329102
1759.394    -0.000365710147889331    150.031387329102
1760.391    -0.000365710147889331    150.143951416016
1761.394    -0.000121661330922507    150.106430053711
1762.383    -0.000365710147889331    150.143951416016
1763.381    -0.000202664770768024    150.18147277832
1764.381    -0.000284706708043814    150.106430053711
1765.379    -0.000365710147889331    150.143951416016
1766.376    -0.000365710147889331    150.106430053711
1767.369    -0.000121661330922507    150.18147277832
1768.366    -0.000365710147889331    150.068908691406
1769.366    -0.000284706708043814    150.18147277832
1770.366    -0.000446713587734848    150.068908691406
1771.364    4.03455378545914E-5    150.106430053711
1772.36    -0.000365710147889331    150.143951416016
1773.361    -0.000121661330922507    150.18147277832
1774.35    -0.000446713587734848    150.18147277832
1775.35    -0.000121661330922507    150.106430053711
1776.351    -0.000202664770768024    150.106430053711
1777.348    -0.000202664770768024    150.031387329102
1778.346    -0.000121661330922507    150.143951416016
1779.339    -0.000202664770768024    150.18147277832
1780.336    4.03455378545914E-5    150.219482421875
1781.335    -4.06578983529471E-5    150.18147277832
1782.335    -0.000121661330922507    150.18147277832
1783.333    -0.000121661330922507    150.219482421875
1784.324    -0.000202664770768024    150.18147277832
1785.328    0.000202352399355732    150.143951416016
1786.319    4.03455378545914E-5    150.106430053711
1787.32    0.00012134897406213    150.106430053711
1788.32    -0.000121661330922507    150.143951416016
1789.317    -0.000202664770768024    150.18147277832
1790.308    0.00012134897406213    150.106430053711
1791.306    0.00012134897406213    150.068908691406
1792.304    4.03455378545914E-5    150.106430053711
1793.301    0.000202352399355732    150.068908691406
1794.304    4.03455378545914E-5    150.18147277832
1795.319    4.03455378545914E-5    150.18147277832
1796.293    4.03455378545914E-5    150.031387329102
1797.293    0.00012134897406213    150.068908691406
1798.288    4.03455378545914E-5    150.143951416016
1799.289    4.03455378545914E-5    150.18147277832
1800.288    -0.000121661330922507    150.106430053711
1800.734    0.000202352399355732    150.106430053711
1801.278    -0.0578075274825096    99.9330520629883
1802.279    -0.0177274458110332    99.8955307006836
1803.273    -0.0104257138445973    100.008575439453
1804.272    -0.00701837707310915    99.8955307006836
1805.272    -0.00572024472057819    99.970573425293
1806.266    -0.00450311647728086    99.8955307006836
1807.263    -0.00401605712249875    99.9330520629883
1808.266    -0.00377304689027369    99.9330520629883
1809.258    -0.0028809707146138    99.9330520629883
1810.257    -0.00304297753609717    99.9330520629883
1811.257    -0.00304297753609717    99.970573425293
1812.25    -0.00263692182488739    99.8580017089844
1813.254    -0.00223190477117896    99.970573425293
1814.25    -0.00214986270293593    99.8580017089844
1815.243    -0.00214986270293593    100.008575439453
1816.24    -0.00166384212207049    99.8955307006836
1817.241    -0.00166384212207049    99.8955307006836
1818.236    -0.00166384212207049    100.008575439453
1819.233    -0.00166384212207049    99.9330520629883
1820.233    -0.0013387898216024    100.046104431152
1821.227    -0.0015007967595011    99.8955307006836
1822.225    -0.00166384212207049    99.8204803466797
1823.226    -0.00190685247071087    99.8955307006836
1824.219    -0.0013387898216024    99.970573425293
1825.221    -0.0015007967595011    100.008575439453
1826.214    -0.0013387898216024    99.970573425293
1827.211    -0.00125778641086072    99.8955307006836
1828.211    -0.00109577958937734    99.8955307006836
1829.211    -0.00125778641086072    99.8955307006836
1830.209    -0.000933772709686309    99.8204803466797
1831.206    -0.000933772709686309    99.970573425293
1832.203    -0.00125778641086072    99.970573425293
1833.196    -0.000933772709686309    100.008575439453
1834.195    -0.000770727347116917    99.9330520629883
1835.195    -0.000851730757858604    99.8955307006836
1836.188    -0.00068972387816757    99.8955307006836
1837.192    -0.000933772709686309    99.970573425293
1838.188    -0.000770727347116917    99.8204803466797
1839.181    -0.00068972387816757    99.8955307006836
1840.18    -0.000608720467425883    99.8955307006836
1841.18    -0.000770727347116917    99.970573425293
1842.173    -0.000527716998476535    99.7454376220703
1843.176    -0.000608720467425883    99.9330520629883
1844.173    -0.000527716998476535    99.8204803466797
1845.166    -0.00101477617863566    99.8580017089844
1846.164    -0.000770727347116917    99.8204803466797
1847.164    -0.000851730757858604    99.9330520629883
1848.162    -0.000770727347116917    99.9330520629883
1849.162    -0.000851730757858604    99.970573425293
1850.16    -0.000608720467425883    99.8580017089844
1851.15    -0.000446713587734848    99.8204803466797
1852.149    -0.000608720467425883    99.8580017089844
1853.149    -0.000608720467425883    99.970573425293
1854.146    -0.000527716998476535    99.8204803466797
1855.16    -0.000851730757858604    99.970573425293
1856.145    -0.000446713587734848    99.970573425293
1857.133    -0.00068972387816757    99.8204803466797
1858.133    -0.000608720467425883    99.9330520629883
1859.134    -0.000446713587734848    99.8955307006836
1860.13    -0.000770727347116917    100.046104431152
1861.128    -0.000446713587734848    99.782958984375
1862.129    -0.000770727347116917    99.8955307006836
1863.117    -0.00068972387816757    100.046104431152
1864.117    -0.00068972387816757    99.970573425293
1865.117    -0.000608720467425883    99.9330520629883
1866.115    -0.000770727347116917    99.9330520629883
1867.114    -0.000770727347116917    99.970573425293
1868.11    -0.000527716998476535    99.8955307006836
1869.101    -0.000446713587734848    99.8204803466797
1870.102    -0.000446713587734848    99.8580017089844
1871.102    -0.000446713587734848    99.970573425293
1872.092    -0.000365710147889331    99.8580017089844
1873.098    -0.000284706708043814    99.8580017089844
1874.092    -0.000202664770768024    99.970573425293
1875.086    -0.000527716998476535    99.970573425293
1876.086    -0.000608720467425883    99.970573425293
1877.086    -0.000446713587734848    99.970573425293
1878.083    -0.000608720467425883    99.8204803466797
1879.076    -0.000446713587734848    99.970573425293
1880.074    -0.00068972387816757    99.9330520629883
1881.07    -0.00068972387816757    99.8580017089844
1882.071    -0.000202664770768024    99.8955307006836
1883.071    -0.000365710147889331    99.8955307006836
1884.063    -0.000527716998476535    99.9330520629883
1885.068    -0.000851730757858604    99.8955307006836
1886.059    -0.000608720467425883    99.8204803466797
1887.055    -0.00068972387816757    99.8580017089844
1888.055    -0.000446713587734848    99.8955307006836
1889.055    -0.000365710147889331    99.9330520629883
1890.047    -0.000365710147889331    99.8580017089844
1891.046    -0.000446713587734848    99.8204803466797
1892.042    -0.000446713587734848    99.9330520629883
1893.04    -0.000527716998476535    99.9330520629883
1894.04    -0.000608720467425883    99.970573425293
1895.033    -0.000608720467425883    99.8955307006836
1896.033    -0.000527716998476535    99.9330520629883
1897.033    -0.000608720467425883    99.9330520629883
1898.026    -0.000365710147889331    99.9330520629883
1899.024    -0.000608720467425883    99.8955307006836
1900.024    -0.000365710147889331    99.970573425293
1900.503    -0.000365710147889331    99.8955307006836
1901.018    -0.0629190504550934    50.1358604431152
1902.019    -0.0186205618083477    49.9852867126465
1903.016    -0.0109937759116292    50.0603332519531
1904.01    -0.00791045278310776    50.0603332519531
1905.009    -0.00636931089684367    50.1358604431152
1906.009    -0.00523318583145738    50.0978546142578
1907.002    -0.0045841196551919    50.0228080749512
1908.005    -0.00393505394458771    50.0228080749512
1909.002    -0.00377304689027369    50.1358604431152
1909.995    -0.00344799482263625    50.0603332519531
1910.993    -0.00312398094683886    50.0228080749512
